hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
b4f4f9808d474a46e21a61831d034b16,EM DAY GOOCH,GB,39,5.0,2.0,13.0,8.0,205 reps,17:28,11:31,57 reps,205.0,-1048.0,-691.0,57.0,2.8059191589306334,0.08589921253950115,0.17341518037522083,3.121106934391207,1.0,0.9206536264094912,2.4672387479686315
8be576d37d2ad11e84c9f25136411949,CAROLINE KLUTTZ,US,36,3.0,11.0,27.0,13.0,206 reps,18:02,12:19,55 reps,206.0,-1082.0,-739.0,55.0,2.852071832141574,0.08094029264561307,0.16826488203256895,2.906552193190205,1.0,0.9206536264094912,2.4226109264119815
91f56de7d8b8c7feb5563cb426827a0f,JASMINE SHEEHAN,CA,35,30.0,20.0,7.0,61.0,196 reps,18:27,11:15,50 reps,196.0,-1107.0,-675.0,50.0,2.3905451000321682,0.0772940280177542,0.17513194648943814,2.370165340187701,1.0,0.9206536264094912,2.173937730091257
7a1d73cc3a8b1c0c3d144dda440a53ba,HAYLEY MURILLO,US,37,1.0,45.0,52.0,23.0,217 reps,18:59,13:17,54 reps,217.0,-1139.0,-797.0,54.0,3.3597512374619196,0.07262680929409485,0.16204160486853125,2.7992748225897044,1.0,0.9206536264094912,2.5190772449630536
f7d826e35ba508d00d830e42f934c3b5,ANDREA NISLER,US,35,40.0,25.0,47.0,9.0,194 reps,18:33,13:10,57 reps,194.0,-1113.0,-790.0,57.0,2.298239753610287,0.07641892450706807,0.1627926900435013,3.121106934391207,1.0,0.9206536264094912,2.3352932020475072
de9e2784f302932f3d7259cf7dd43854,MEKENZIE RILEY,US,36,77.0,2.0,10.0,33.0,187 reps,17:28,11:23,53 reps,187.0,-1048.0,-683.0,53.0,1.9751710411337036,0.08589921253950115,0.1742735634323295,2.6919974519892036,1.0,0.9206536264094912,2.1524889436831756
90afce7d020ea5f725bcc65dd033eed4,ANGELICA BENGTSSON,SE,37,46.0,74.0,3.0,5.0,193 reps,19:24,10:10,58 reps,193.0,-1164.0,-610.0,58.0,2.2520870803993467,0.06898054466623596,0.18210630882844592,3.2283843049917076,1.0,0.9206536264094912,2.353543186130925
607e10830d58d2c5821477a56bb17e7d,TAMMY GYORKOS,US,35,65.0,12.0,2.0,58.0,189 reps,18:04,9:49,50 reps,189.0,-1084.0,-589.0,50.0,2.0674763875555846,0.08064859147538438,0.18435956435335613,2.370165340187701,1.0,0.9206536264094912,2.096316097302498
8ec631b70c3c926f61644b2bf0e928cf,EMILIA LEPPÄNEN,FI,37,2.0,132.0,11.0,4.0,214 reps,19:55,11:29,58 reps,214.0,-1195.0,-689.0,58.0,3.221293217829098,0.06445917652769095,0.173629776139498,3.2283843049917076,1.0,0.9206536264094912,2.59259524528149
61dc5b03a87f51337fd5a1a571384b1c,KELLY CLARK,US,37,40.0,34.0,47.0,38.0,194 reps,18:45,13:10,52 reps,194.0,-1125.0,-790.0,52.0,2.298239753610287,0.07466871748569581,0.1627926900435013,2.584720081388703,1.0,0.9206536264094912,2.200758937041538
04c0c4b8a01600a234e53cff633051f2,JAMIE HAGIYA,US,39,51.0,58.0,65.0,2.0,192 reps,19:09,13:59,59 reps,192.0,-1149.0,-839.0,59.0,2.205934407188406,0.07116830344295129,0.15753509381871084,3.3356616755922084,1.0,0.9206536264094912,2.3632284964200605
71ce583e8e9e63b80ff7f9dc17c3a9e2,SHEREE WILLCOX,AU,37,88.0,55.0,46.0,7.0,186 reps,19:07,13:05,57 reps,186.0,-1147.0,-785.0,57.0,1.929018367922763,0.07146000461318,0.16332917945419423,3.121106934391207,1.0,0.9206536264094912,2.2418822480048273
1d0042f642450d0649dcb9a309543d0a,JULIA HOLM,US,35,55.0,33.0,56.0,56.0,191 reps,18:42,13:35,51 reps,191.0,-1122.0,-815.0,51.0,2.1597817339774656,0.07510626924103887,0.1601102429900368,2.477442710788202,1.0,0.9206536264094912,2.138763865658677
4d85b49bf6ed344379478eaaa609bc08,BRITTANY BOLELLA,US,35,34.0,10.0,15.0,157.0,195 reps,17:50,11:49,45 reps,195.0,-1070.0,-709.0,45.0,2.3443924268212277,0.08269049966698534,0.1714838184967264,1.8337784871851974,1.0,0.9206536264094912,2.0287399344520254
b97d7ff085f3b65cb379a27e66fa3657,SAMI SCORZELLI,US,35,30.0,53.0,60.0,76.0,196 reps,19:04,13:52,49 reps,196.0,-1144.0,-832.0,49.0,2.3905451000321682,0.07189755636852306,0.15828617899368091,2.2628879695872004,1.0,0.9206536264094912,2.1415578276548843
ff17c50ab8cd6b75b4cf705f42e6bcef,JAY-LEE MANSY,NZ,36,14.0,147.0,66.0,10.0,201 reps,298 reps,14:04,56 reps,201.0,-1204.4768801816028,-844.0,56.0,2.621308466086871,0.06307696800814555,0.15699860440801794,3.013829563790706,1.0,0.9206536264094912,2.3844570269829264
66e3b753d302095a405a2075408dbcbe,EL DEBS CHRISTELLE,FR,39,40.0,44.0,63.0,92.0,194 reps,18:58,13:57,48 reps,194.0,-1138.0,-837.0,48.0,2.298239753610287,0.0727726598792092,0.157749689582988,2.1556105989866996,1.0,0.9206536264094912,2.091746801924287
60575b27997a6c471b912c19cc0ec96a,VICTORIA MONJE,AR,35,65.0,34.0,115.0,29.0,189 reps,18:45,146 reps,54 reps,189.0,-1125.0,-921.6568493150686,54.0,2.0674763875555846,0.07466871748569581,0.14866618894295616,2.7992748225897044,1.0,0.9206536264094912,2.1931751555529764
5b48814cf7b83c5fce0a29bb9a13f767,JANA POPPE,DE,36,65.0,62.0,98.0,20.0,189 reps,19:14,148 reps,54 reps,189.0,-1154.0,-909.202027027027,54.0,2.0674763875555846,0.07043905051737952,0.1500025649968754,2.7992748225897044,1.0,0.9206536264094912,2.192451832824377
f711bfdf15b81532636e4292f6157918,FRANCESCA MARCHIORI,IT,35,7.0,106.0,102.0,47.0,204 reps,19:43,148 reps,51 reps,204.0,-1183.0,-909.202027027027,51.0,2.759766485719693,0.06620938354906322,0.1500025649968754,2.477442710788202,1.0,0.9206536264094912,2.2840089126729497
