hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
2d99f43d24a9545ecde13021ea96efae,LAURIE MESCHISHNICK,CA,60,2.0,4.0,7.0,2.0,185 reps,267 reps,13:16,67 reps,185.0,267.0,-796.0,67.0,2.274611616412226,2.158440800380769,0.3050040669936264,2.8712140001876447,1.0,0.8725928993823409,2.774910520375907
00e05331ff101d5c62cd0355b1c31f1f,LINDA ELSTUN,US,60,4.0,16.0,6.0,1.0,178 reps,253 reps,13:15,69 reps,178.0,253.0,-795.0,69.0,1.9568556928942433,1.7516637905208432,0.3050506932234447,3.0443323016712656,1.0,0.8725928993823409,2.63706851895979
23eb1862b88a6df583745c68277b153f,BETSY VANDERBURGH,US,61,14.0,9.0,1.0,13.0,170 reps,258 reps,11:12,56 reps,170.0,258.0,-672.0,56.0,1.593706066016549,1.8969412940422454,0.31078571949109146,1.9190633420277317,1.0,0.8725928993823409,2.3027170047767456
657560556d0b36158c30c16883bcfd8e,JUDY HARLTON,CA,61,5.0,13.0,21.0,4.0,177 reps,255 reps,147 reps,61 reps,177.0,255.0,-912.2448979591837,61.0,1.9114619895345315,1.809774791929404,0.29958400566618054,2.351859095736783,1.0,0.8725928993823409,2.4657628700990655
affc103edfc05ebb26efd00e12507bae,GINA VIANA,BR,62,21.0,20.0,2.0,8.0,167 reps,251 reps,12:01,58 reps,167.0,251.0,-721.0,58.0,1.4575249559374135,1.6935527891122824,0.3085010342299964,2.0921816435113523,1.0,0.8725928993823409,2.2605330050801022
ec7c51df73e012cfde56b0572cdfe57f,LEANNE WRIGHTSON,AU,60,21.0,1.0,4.0,50.0,167 reps,276 reps,12:55,45 reps,167.0,276.0,-775.0,45.0,1.4575249559374135,2.419940306719293,0.30598321781981,0.9669126838678185,1.0,0.8725928993823409,2.1601831904684246
42c54c98e36150210470bfc3146f8182,JUDITH TYNAN,AU,61,30.0,13.0,22.0,12.0,163 reps,255 reps,146 reps,56 reps,163.0,255.0,-918.4931506849316,56.0,1.2759501424985662,1.809774791929404,0.29929267319862723,1.9190633420277317,1.0,0.8725928993823409,2.198613136795923
6310c04b1168e582ca1ae2ee443dbf1c,LYNNE WATT,GB,60,10.0,9.0,5.0,56.0,172 reps,258 reps,13:01,44 reps,172.0,258.0,-781.0,44.0,1.6844934727359726,1.8969412940422454,0.3057034604409004,0.8803535331260082,1.0,0.8725928993823409,2.064465839468623
9c8d08f61e1761a961e63771ba21cb68,SHARON EVANS,US,62,18.0,52.0,10.0,18.0,168 reps,228 reps,13:27,52 reps,168.0,228.0,-807.0,52.0,1.5029186592971253,1.0252762729138327,0.30449117846562546,1.5728267390604904,1.0,0.8725928993823409,1.9739711118166094
1988d858973cf1c9df6ab23bc5f2682a,MARION VALKENBURG,NL,60,10.0,77.0,9.0,14.0,172 reps,217 reps,13:25,56 reps,172.0,217.0,-805.0,56.0,1.6844934727359726,0.7056657651667482,0.304584430925262,1.9190633420277317,1.0,0.8725928993823409,2.026044652096269
fbf6329e75ff0f61cc97c0b3e69b91ab,TERESINHA ORSSATTO,BR,62,30.0,45.0,16.0,31.0,163 reps,235 reps,14:24,50 reps,163.0,235.0,-864.0,50.0,1.2759501424985662,1.2286647778437958,0.30183348336598426,1.39970843757687,1.0,0.8725928993823409,1.924132109703645
e94634a4fbdac68fa0054de8684fb62d,DEBBIE DOWNING,NZ,62,18.0,16.0,68.0,35.0,168 reps,253 reps,120 reps,48 reps,168.0,253.0,-1117.5,48.0,1.5029186592971253,1.7516637905208432,0.2900137341070537,1.2265901360932494,1.0,0.8725928993823409,2.0653894793869085
83cc2270c1ecfdc0a76fe17c47626361,SHERAL SERAFINI,US,60,30.0,84.0,18.0,6.0,163 reps,210 reps,14:37,59 reps,163.0,210.0,-877.0,59.0,1.2759501424985662,0.5022772602367853,0.3012273423783468,2.1787407942531627,1.0,0.8725928993823409,1.9371417842240561
03fc50341842912a1e1bac8444b5ea98,CINDY KANE,US,62,26.0,79.0,26.0,7.0,164 reps,215 reps,143 reps,59 reps,164.0,215.0,-937.7622377622376,59.0,1.321343845858278,0.6475547637581873,0.29839422831617257,2.1787407942531627,1.0,0.8725928993823409,1.984101307428791
ba4dada230634eb4358d7c7d61d27a31,DEBBIE CORWIN,US,63,16.0,28.0,67.0,32.0,169 reps,246 reps,120 reps,49 reps,169.0,246.0,-1117.5,49.0,1.5483123626568371,1.5482752855908803,0.2900137341070537,1.3131492868350596,1.0,0.8725928993823409,2.0475305666797983
566a9a3a550ad5b5b5a12d6a6596b080,ANDREA OWEN,US,62,16.0,66.0,35.0,27.0,169 reps,221 reps,132 reps,50 reps,169.0,221.0,-1015.909090909091,50.0,1.5483123626568371,0.8218877679838699,0.2947505351817731,1.39970843757687,1.0,0.8725928993823409,1.8887576752321784
274124484c28d1bf08e44fc49cfe2c0a,TAMMY SMITH,US,60,10.0,66.0,54.0,17.0,172 reps,221 reps,123 reps,53 reps,172.0,221.0,-1090.2439024390244,53.0,1.6844934727359726,0.8218877679838699,0.29128458317588085,1.6593858898023008,1.0,0.8725928993823409,1.9868558278068469
07a3fa52569adcc420d860eb2a65e51a,DENISE CARLSON,US,60,63.0,20.0,19.0,51.0,152 reps,251 reps,14:42,45 reps,152.0,251.0,-882.0,45.0,0.7766194055417364,1.6935527891122824,0.30099421122925546,0.9669126838678185,1.0,0.8725928993823409,1.8071126718201143
f58545aba7886e087198447580f4dcaf,MONA SHAY,US,60,7.0,40.0,57.0,55.0,174 reps,239 reps,121 reps,44 reps,174.0,239.0,-1108.2644628099172,44.0,1.7752808794553963,1.3448867806609175,0.2904443523865737,0.8803535331260082,1.0,0.8725928993823409,1.9453342857895648
54b3b3089303b579ce16e3ba2e047fed,MARIE LESAGE,CA,60,7.0,63.0,56.0,34.0,174 reps,222 reps,121 reps,48 reps,174.0,222.0,-1108.2644628099172,48.0,1.7752808794553963,0.8509432686881503,0.2904443523865737,1.2265901360932494,1.0,0.8725928993823409,1.9084075585381832
