hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
8f68e4fad146b24d64690020e0e2ad40,RJ MESTRE,US,17,1.0,1.0,1.0,6.0,214 reps,17:30,8:09,41 reps,214.0,-1050.0,-489.0,41.0,2.959126987914949,1.780559147674513,0.2132095463561564,2.199579704207839,1.0,0.8892655905642879,2.6773844371026527
3a52a031f4ce3e4352d9ced96cda2084,LORENZO PITRUZZELLO,IT,17,16.0,3.0,3.0,15.0,184 reps,18:10,9:58,37 reps,184.0,-1090.0,-598.0,37.0,1.5934547608350491,1.5904942567725289,0.18818352492645676,1.6478767628987803,1.0,0.8892655905642879,2.144267916922492
275dfacf90424dcd4077f3638863ea0a,KA'EO SUBIONO,US,17,2.0,19.0,20.0,7.0,213 reps,19:40,11:44,41 reps,213.0,-1180.0,-704.0,41.0,2.913604580345619,1.162848252243064,0.16384629307739104,2.199579704207839,1.0,0.8892655905642879,2.499235298032766
e9b5b9824a58931d280cda2b82241ed9,KYLE MUCKLEROY,US,17,10.0,20.0,9.0,19.0,188 reps,19:46,10:42,37 reps,188.0,-1186.0,-642.0,37.0,1.7755443911123692,1.1343385186077666,0.1780812777438257,1.6478767628987803,1.0,0.8892655905642879,2.0732258281549734
f2befa3fe3709ccab245fbf9351c8390,KAIDEN STEYN,ZA,17,3.0,29.0,48.0,1.0,203 reps,294 reps,13:53,47 reps,203.0,-1220.0584415584417,-833.0,47.0,2.458380504652319,0.9725056691303458,0.13422834111013182,3.0271341161714274,1.0,0.8892655905642879,2.537327748330344
edc7084600f6f615868a2320461a28a3,KŪLANI SUBIONO,US,16,18.0,44.0,11.0,10.0,182 reps,288 reps,11:05,39 reps,182.0,-1245.476325757576,-665.0,39.0,1.502409945696389,0.8517294844486525,0.1728005576256322,1.9237282335533097,1.0,0.8892655905642879,2.001932645895284
6a092428d482223cf561f5a982e48aff,OLIVIER DANCAUSE,CA,16,33.0,4.0,17.0,32.0,176 reps,18:25,11:36,34 reps,176.0,-1105.0,-696.0,34.0,1.2292755002804092,1.5192199226842846,0.16568306529241486,1.2340995569169864,1.0,0.8892655905642879,1.9263351018578116
f713d252112c8cb2d674d5065e579749,MOHAMMADJAVAD HASANI,IR,17,54.0,10.0,5.0,20.0,167 reps,19:05,10:13,36 reps,167.0,-1145.0,-613.0,36.0,0.8195738321564392,1.3291550317823004,0.18473957702328708,1.5099510275715156,1.0,0.8892655905642879,1.8501204576976733
d3e1c511f84bdfd9471bfb0ce62e798f,JOSH STRANGE,AU,17,36.0,35.0,10.0,11.0,175 reps,291 reps,10:55,39 reps,175.0,-1232.6363636363635,-655.0,39.0,1.183753092711079,0.912740134442499,0.175096522894412,1.9237282335533097,1.0,0.8892655905642879,1.938095086464613
67f1e4faa1239e29612ea7a52787a169,JEREMIE JOURDAN,US,16,40.0,23.0,13.0,17.0,173 reps,19:57,11:09,37 reps,173.0,-1197.0,-669.0,37.0,1.0927082775724193,1.0820706736097208,0.1718821715181203,1.6478767628987803,1.0,0.8892655905642879,1.887900061964048
cddffbe37a32443dfdf13a30256a9af9,PAU MARTIN TIERS,ES,16,36.0,18.0,2.0,38.0,175 reps,19:38,9:53,33 reps,175.0,-1178.0,-593.0,33.0,1.183753092711079,1.1723514967881634,0.18933150756084666,1.0961738215897217,1.0,0.8892655905642879,1.7996680702267407
c484c9f90e51bb4b14b1f13f04d11e85,JÉRÉMIE FOURNIER,CA,17,23.0,33.0,8.0,34.0,181 reps,292 reps,10:36,34 reps,181.0,-1228.4150062266501,-636.0,34.0,1.4568875381270592,0.9327984303308855,0.17945885690509358,1.2340995569169864,1.0,0.8892655905642879,1.840076686134294
09017175015d8ca4b6f86417a3f0d360,OLE BOSMAN,NL,17,9.0,12.0,4.0,80.0,189 reps,19:19,10:03,30 reps,189.0,-1159.0,-603.0,30.0,1.821066798681699,1.2626323199666059,0.18703554229206687,0.6823966156079275,1.0,0.8892655905642879,1.8775484097013626
60c6d65fac78f9f92edc49f586913ba8,HOLDEN BOONE,US,17,14.0,14.0,82.0,9.0,185 reps,19:30,143 reps,40 reps,185.0,-1170.0,-942.7810023310024,40.0,1.638977168404379,1.2103644749685603,0.10902300425775042,2.0616539688805746,1.0,0.8892655905642879,2.1442702446921036
fa82ef47958e91a960c8a9f37ad47a19,MACK KELLER,US,17,44.0,39.0,6.0,33.0,171 reps,289 reps,10:17,34 reps,171.0,-1241.1667190940548,-617.0,34.0,1.0016634624337593,0.8722071074569681,0.18382119091577517,1.2340995569169864,1.0,0.8892655905642879,1.7122134199951602
f5fddf3272750fe0a655da115fc3a401,PIERCE GERRING,GB,17,25.0,21.0,58.0,28.0,180 reps,19:50,14:40,35 reps,180.0,-1190.0,-880.0,35.0,1.411365130557729,1.115332029517568,0.12343730434686684,1.372025292244251,1.0,0.8892655905642879,1.8948055297308917
24966c0387d8a44d5ba990d6c871a62e,DAYNE INDRAJI,CA,16,11.0,15.0,37.0,73.0,186 reps,19:33,13:12,30 reps,186.0,-1173.0,-792.0,30.0,1.6844995759737091,1.1961096081509113,0.14364179871212893,0.6823966156079275,1.0,0.8892655905642879,1.815927490175457
0180349605ccb6ed4f7bbcc566869a78,THOMAS TURMEL,FR,17,47.0,70.0,26.0,18.0,169 reps,279 reps,12:06,37 reps,169.0,-1285.652981427175,-726.0,37.0,0.9106186472950992,0.660825192532429,0.15879516948607553,1.6478767628987803,1.0,0.8892655905642879,1.733794533617384
6feac408c0903622e9c40a1cc1615ab0,GRIGORII DANILOV,RU,17,14.0,7.0,60.0,81.0,185 reps,18:43,14:51,30 reps,185.0,-1123.0,-891.0,30.0,1.638977168404379,1.4336907217783919,0.12091174255120907,0.6823966156079275,1.0,0.8892655905642879,1.8582596526497648
9babc0004abda7af161ea52f2aa132ea,TOBIN O'NEAL,US,17,51.0,47.0,15.0,57.0,168 reps,287 reps,11:19,31 reps,168.0,-1249.8159645232815,-679.0,31.0,0.8650962397257692,0.8311091602347063,0.1695862062493405,0.8203223509351922,1.0,0.8892655905642879,1.56079407985054
f42a3f1766b63cc61584bb2011b5a57e,SEBASTIAN CANNATA,AU,17,25.0,6.0,66.0,74.0,180 reps,18:36,148 reps,30 reps,180.0,-1116.0,-910.9302927927929,30.0,1.411365130557729,1.466952077686239,0.11633581654632262,0.6823966156079275,1.0,0.8892655905642879,1.8085280006638422
