hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
903523a901d5560f3b2d8c183ee82499,BRONISLAW OLENKOWICZ,PL,35,2.0,12.0,3.0,1.0,246 reps,17:42,8:07,61 reps,246.0,-1062.0,-487.0,61.0,3.824596242804872,0.07785427867283293,0.16629184368129687,3.8512742042113515,1.0,0.9251805754054697,2.905184717748058
b33d96aec6ee99731fa5bd42100664e6,WILL MOORAD,US,35,17.0,3.0,1.0,21.0,222 reps,16:50,7:44,52 reps,222.0,-1010.0,-464.0,52.0,2.7047502627170856,0.08661189405343973,0.17146278565962167,2.725833346176059,1.0,0.9251805754054697,2.347345147557021
e7c7f0d51ac3f2cf1dc7b16fe9310b9e,SERGEY KRYS,UA,39,32.0,2.0,14.0,3.0,216 reps,16:46,9:15,57 reps,216.0,-1006.0,-555.0,57.0,2.424788767695139,0.08728555677502486,0.15100384131059746,3.351078267306777,1.0,0.9251805754054697,2.4287196836773544
d54768724302e9f49266b5ae61e27cf1,NICHOLAS ANAPOLSKY,CA,35,9.0,22.0,4.0,33.0,228 reps,17:56,8:22,51 reps,228.0,-1076.0,-502.0,51.0,2.9847117577390323,0.07549645914728495,0.162919490217172,2.6007843619499154,1.0,0.9251805754054697,2.381158592668821
399910a36ca608f13d35a7c1f1d60e6e,RUAN DUVENAGE,ZA,35,23.0,10.0,49.0,17.0,220 reps,17:41,10:19,53 reps,220.0,-1061.0,-619.0,53.0,2.611429764376437,0.07802269435322921,0.13661513319699803,2.8508823304022024,1.0,0.9251805754054697,2.344418055987686
ad2929582e63354eab14d655da45d807,SAM DANCER,US,37,1.0,13.0,85.0,2.0,249 reps,17:43,11:11,59 reps,249.0,-1063.0,-671.0,59.0,3.9645769903158454,0.07768586299243664,0.12492430785469849,3.601176235759064,1.0,0.9251805754054697,2.8672714246359807
a94a030d0c9e6498445a897a2607b151,ANDREA BARBOTTI,IT,35,32.0,6.0,12.0,64.0,216 reps,17:12,9:05,49 reps,216.0,-1032.0,-545.0,49.0,2.424788767695139,0.08290674908472147,0.1532520769533474,2.3506863934976283,1.0,0.9251805754054697,2.1780890722131785
c8edce74ce55068cf4af4c5f9a985aa2,STEPHANE COSSETTE,CA,35,10.0,75.0,28.0,10.0,227 reps,18:54,9:45,54 reps,227.0,-1134.0,-585.0,54.0,2.938051508568708,0.06572834968430044,0.14425913438234772,2.975931314628346,1.0,0.9251805754054697,2.456173152221395
75f1a2237bdbe692d3f87c7a4d00a542,GARY JONES,US,35,7.0,67.0,55.0,31.0,229 reps,18:51,10:26,51 reps,229.0,-1131.0,-626.0,51.0,3.031372006909357,0.06623359672548929,0.13504136824707308,2.6007843619499154,1.0,0.9251805754054697,2.383538408863428
04bcc345cb19810cfcb9baa09e6ec41d,CHASE SMITH,US,35,123.0,20.0,9.0,13.0,205 reps,17:55,8:56,53 reps,205.0,-1075.0,-536.0,53.0,1.9115260268215704,0.07566487482768124,0.1552754890318223,2.8508823304022024,1.0,0.9251805754054697,2.1735177556762886
f526f2a4dea36914f02efdcbb5ea7168,WILL KANE,GB,37,30.0,44.0,25.0,72.0,217 reps,18:30,9:41,48 reps,217.0,-1110.0,-581.0,48.0,2.4714490168654635,0.06977032601381127,0.1451584286394477,2.2256374092714846,1.0,0.9251805754054697,2.1531843706030216
9b1b1368baf14c948c0f01d81d6bef55,IVAN VERDUN,AR,36,94.0,19.0,7.0,52.0,208 reps,17:52,8:42,50 reps,208.0,-1072.0,-522.0,50.0,2.0515067743325437,0.07617012186887008,0.15842301893167218,2.4757353777237716,1.0,0.9251805754054697,2.115639398619684
95eb59ec972a82a6bd9ed6c6d6299cbe,MITCH WAGNER,US,35,61.0,55.0,35.0,49.0,212 reps,18:41,9:51,50 reps,212.0,-1121.0,-591.0,50.0,2.2381477710138413,0.06791775352945213,0.1429101929966978,2.4757353777237716,1.0,0.9251805754054697,2.1563583492214105
393e50f21bcbc4cf8c889e2132dcaaf1,MIKE EGAN,CA,35,53.0,58.0,77.0,23.0,213 reps,18:44,11:02,52 reps,213.0,-1124.0,-662.0,52.0,2.284808020184166,0.06741250648826329,0.12694771993317341,2.725833346176059,1.0,0.9251805754054697,2.226430973600885
aefb033ac1ce0440c2fdcb62ce4ae91d,KYLE CANT,CA,35,134.0,45.0,27.0,7.0,204 reps,18:32,9:43,55 reps,204.0,-1112.0,-583.0,55.0,1.864865777651246,0.06943349465301869,0.14470878151089772,3.10098029885449,1.0,0.9251805754054697,2.220177663572883
671757d4919e3b8164aa216514c693d0,ROBERT FORTE,AU,37,23.0,97.0,36.0,61.0,220 reps,19:10,9:54,49 reps,220.0,-1150.0,-594.0,49.0,2.611429764376437,0.06303369879795988,0.14223572230387282,2.3506863934976283,1.0,0.9251805754054697,2.217026970149444
b5b74d3e55e35a56ad11a37bc5b8714c,NICK ROBERTS,US,37,65.0,36.0,70.0,48.0,211 reps,18:17,10:58,50 reps,211.0,-1097.0,-658.0,50.0,2.191487521843517,0.07195972985896297,0.12784701419027336,2.4757353777237716,1.0,0.9251805754054697,2.141937986309601
0f5574c4f11040c226d6368a60c4fdf1,JULIEN LOPEZ,FR,37,47.0,17.0,17.0,146.0,214 reps,17:51,9:21,45 reps,214.0,-1071.0,-561.0,45.0,2.3314682693544904,0.07633853754926637,0.14965489992494752,1.8504904565930538,1.0,0.9251805754054697,2.027168616260909
d7ba8bde5991295a3ceac2664a925579,FREDERIK AEGIDIUS,DK,37,53.0,8.0,49.0,122.0,213 reps,17:19,10:19,46 reps,213.0,-1039.0,-619.0,46.0,2.284808020184166,0.08172783932194748,0.13661513319699803,1.9755394408191973,1.0,0.9251805754054697,2.044853183786047
00552dcdb11c8ba268ce9d2e48877cca,ADAM MANSY,AU,37,61.0,149.0,15.0,9.0,212 reps,19:37,9:20,54 reps,212.0,-1177.0,-560.0,54.0,2.2381477710138413,0.058486475427260196,0.14987972348922252,2.975931314628346,1.0,0.9251805754054697,2.280791896545137
f9e7b018a389271476e6bac1872cd264,PIOTR MIELCZAREK,PL,36,53.0,109.0,28.0,60.0,213 reps,19:20,9:45,49 reps,213.0,-1160.0,-585.0,49.0,2.284808020184166,0.06134954199399704,0.14425913438234772,2.3506863934976283,1.0,0.9251805754054697,2.1354563479200044
e7b1952072ffbdec6332b212cd720b91,PAUL TREMBLAY,CA,37,123.0,33.0,96.0,8.0,205 reps,18:12,11:21,55 reps,205.0,-1092.0,-681.0,55.0,1.9115260268215704,0.07280180826094439,0.12267607221194858,3.10098029885449,1.0,0.9251805754054697,2.227176626942708
17de1860de044c414082ec50abd1d868,CHRIS PARILLO,CA,37,65.0,73.0,61.0,106.0,211 reps,18:53,10:45,47 reps,211.0,-1133.0,-645.0,47.0,2.191487521843517,0.06589676536469673,0.13076972052584826,2.100588425045341,1.0,0.9251805754054697,2.0473661836003205
1a48728a38cf462bba536f179c0cf42d,ANTHONY VORACHAK,US,35,83.0,149.0,22.0,58.0,209 reps,19:37,9:38,50 reps,209.0,-1177.0,-578.0,50.0,2.098167023502868,0.058486475427260196,0.14583289933227267,2.4757353777237716,1.0,0.9251805754054697,2.119736019402013
e25d6008fc1c41807039f32d5c21f844,JUSTIN LEE,US,35,47.0,83.0,160.0,37.0,214 reps,19:03,12:14,51 reps,214.0,-1143.0,-734.0,51.0,2.3314682693544904,0.06421260856073388,0.11076042330537404,2.6007843619499154,1.0,0.9251805754054697,2.201986991198098
655b02c6adc63fe6b1f023f3d5d6e595,JOHANN VAN ZYL,AU,39,14.0,191.0,74.0,62.0,223 reps,19:50,11:01,49 reps,223.0,-1190.0,-661.0,49.0,2.75141051188741,0.0562970715821085,0.1271725434974484,2.3506863934976283,1.0,0.9251805754054697,2.2465722055216184
