"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"c53fa1402e94cf01ac8ec6e0fb6e7428","AKIL LOPEZ","MX","14","2","1","1","3","212 reps","17:15","9:06","74 reps"
"14cfc83b1edd2c71b6617a656dc7a1c9","PABLO TRONCHON","FR","15","11","5","2","9","200 reps","18:50","10:54","67 reps"
"810a9dc1791971ce8f616539f3514e26","FACUNDO SALICA","AR","15","4","22","4","5","206 reps","296 reps","12:24","70 reps"
"70da0ef2398c5c2139c8d3509dfde4f0","MADDOX METCALF","US","15","1","13","25","2","231 reps","19:37","145 reps","76 reps"
"88ccab792b098e757d17e6509bd1b009","MARTÍN GARCIA REINA","ES","15","9","10","6","18","202 reps","19:28","12:26","63 reps"
"9a830776a68b7b02a010ff3c5b489eef","LEWIN TUBUNA","GB","15","6","2","20","19","205 reps","18:00","149 reps","63 reps"
"7cb99e573057d00dbf855a11338e0e11","LEONARDO CRUZ","BR","15","25","8","21","10","191 reps","19:17","147 reps","67 reps"
"029a152248dc7fc305aa993344a3eb7d","MOURAD KADY","EG","15","28","21","8","8","190 reps","297 reps","13:09","68 reps"
"7f4efa3165162dfa6a01edfab4321a12","KEANU ZAHARNA","LU","15","8","33","15","15","203 reps","285 reps","14:42","65 reps"
"5a15f3da716705a8944f8200ef36b343","ALEX ROSILLOSERRANO","ES","14","29","12","11","27","189 reps","19:35","13:15","60 reps"
"5545a17d5d6cc9fb4050d9209f252e07","EMIL GOTTSCHE","DK","14","7","14","40","20","204 reps","19:45","137 reps","63 reps"
"c715562718736a4010afca7313e2e5f8","WILSON SPIEGEL","US","15","13","3","53","30","198 reps","18:21","133 reps","60 reps"
"f4a37636294d951f482e7b4c735b0433","FRISO VAN SAASE","NL","15","9","17","17","73","202 reps","19:53","14:43","51 reps"
"886d4290661a1e19ae22d8cb07f6ae3d","ASHER POULIN","US","15","37","20","19","43","185 reps","299 reps","149 reps","55 reps"
"c60d1bdd853ca73583bf4a3a0544d5fd","CADEN CLEAVELAND","US","15","59","52","13","1","175 reps","278 reps","13:33","76 reps"
"7a48a17b468cb527d8de801e4cfd5314","NICO GRADILLA","MX","14","49","7","36","34","179 reps","19:15","138 reps","59 reps"
"cb8099116280f826c5b90cc6f1c790a6","SPENCER JOHNSON","US","14","42","30","15","39","181 reps","286 reps","14:42","58 reps"
"a1086f08ee9069ad0d4a27592ac36568","GAVIN SEARCEY","US","15","15","6","95","14","197 reps","18:59","124 reps","65 reps"
"c369e0373cf5d38d7c909689871f7159","MATHEO STERGAKIS","DK","15","34","28","27","41","186 reps","287 reps","144 reps","57 reps"
"0f809cb91cd9e35d9f7a862b9af843b4","AITOR MESA OLMEDO","ES","14","42","24","57","11","181 reps","291 reps","133 reps","66 reps"
"3a81a6ff9b2adf06e6563333ac653ba0","CARL HÖGBERG","SE","14","16","40","41","48","195 reps","282 reps","137 reps","55 reps"
"d8ac7fe7231c20a1d560686fcdbc1e59","JOÃO VITOR PACHECO SANTOS","BR","14","25","61","39","22","191 reps","276 reps","137 reps","62 reps"
"1d971d3a01b2e25500ddd0be30846afb","GONCALO CARVALHO","PT","15","11","4","101","32","200 reps","18:34","121 reps","60 reps"
"11710e0ada71bb0b1bb40bba5bd9967a","ISAAC DELFA MEDINA","ES","14","34","28","51","38","186 reps","287 reps","134 reps","58 reps"
"b47093e33f435a587d4cb1d3e6bf4576","ALEX BARNES","AU","14","13","18","29","97","198 reps","19:54","143 reps","46 reps"
"bef9b7211760973e5f3c672e99523762","DAAN WILMS","BE","15","16","52","26","64","195 reps","278 reps","144 reps","52 reps"
"ded991d60800f8fdc6655a24917d62c1","TIM OUHICHI-HOFFMANN","DE","15","16","19","55","70","195 reps","19:59","133 reps","51 reps"
"6c85b6b44f3f25d82f2977cc4717e2b4","ARTHUR GARCIN","FR","15","60","16","50","50","174 reps","19:50","134 reps","54 reps"
"7cfe3e5aa346f95aa61e5adb64a672de","BRADLEY BATES","US","14","106","9","7","61","162 reps","19:18","12:58","53 reps"
"39b6c264a10b8bdc70c444fafe856631","AZIZ ALSALEH","KW","15","16","57","113","7","195 reps","277 reps","118 reps","69 reps"
"aa32fdddd98a665e2d1089fb671b88b3","JACK LYDON","GB","15","22","75","84","21","192 reps","273 reps","126 reps","63 reps"
"620567a36a76f37fc212b651542a295b","ARIAN PASCUAL","ES","15","81","66","9","48","168 reps","275 reps","13:10","55 reps"
"312250ff6cf7da5e90e385f01fe4e16b","GONZALO HERRERA","ES","15","65","92","32","17","172 reps","267 reps","142 reps","64 reps"
"c9d013e7c1d6e4cac1b2ce3217a66ce5","JAMES NORTON","US","15","40","70","47","52","182 reps","274 reps","135 reps","54 reps"
"9454cdd36181e284bddddc4a9f1421ed","WILLIAM WARNER","US","15","22","66","110","12","192 reps","275 reps","118 reps","66 reps"
"5aff82a886d2a8e829fb96cd66b32394","LUKE VALGOS","US","15","84","44","24","59","167 reps","281 reps","146 reps","53 reps"
"fcbe2f2e4cd217ab88d77d0297f3a804","BINO PIETERS","BE","15","29","52","89","51","189 reps","278 reps","125 reps","54 reps"
"74e2d4aec7ed3454a80d27a9103f8ec7","LUCA NATALE","US","14","21","30","147","24","193 reps","286 reps","109 reps","62 reps"
"3fac5356e28476277462c4b0fa89c737","MATEUS FERRARI CAVALCANTI DE MELO","BR","15","42","25","143","13","181 reps","290 reps","110 reps","66 reps"
"76414d5706276051e8e3910e96ee2959","JUWAN STEYN","ZA","14","3","35","191","4","208 reps","283 reps","97 reps","71 reps"
"441e78216c18a88dc614c9ec1e166b99","HARRISON KENNEDY","GB","14","40","22","77","104","182 reps","296 reps","128 reps","45 reps"
"44c018f5fe4dadc601d34a7ae0640a19","LIAM DELANEY","US","14","81","78","59","25","168 reps","272 reps","132 reps","61 reps"
