"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"2d99f43d24a9545ecde13021ea96efae","LAURIE MESCHISHNICK","CA","60","2","4","7","2","185 reps","267 reps","13:16","67 reps"
"00e05331ff101d5c62cd0355b1c31f1f","LINDA ELSTUN","US","60","4","16","6","1","178 reps","253 reps","13:15","69 reps"
"23eb1862b88a6df583745c68277b153f","BETSY VANDERBURGH","US","61","14","9","1","13","170 reps","258 reps","11:12","56 reps"
"657560556d0b36158c30c16883bcfd8e","JUDY HARLTON","CA","61","5","13","21","4","177 reps","255 reps","147 reps","61 reps"
"affc103edfc05ebb26efd00e12507bae","GINA VIANA","BR","62","21","20","2","8","167 reps","251 reps","12:01","58 reps"
"ec7c51df73e012cfde56b0572cdfe57f","LEANNE WRIGHTSON","AU","60","21","1","4","50","167 reps","276 reps","12:55","45 reps"
"42c54c98e36150210470bfc3146f8182","JUDITH TYNAN","AU","61","30","13","22","12","163 reps","255 reps","146 reps","56 reps"
"6310c04b1168e582ca1ae2ee443dbf1c","LYNNE WATT","GB","60","10","9","5","56","172 reps","258 reps","13:01","44 reps"
"9c8d08f61e1761a961e63771ba21cb68","SHARON EVANS","US","62","18","52","10","18","168 reps","228 reps","13:27","52 reps"
"1988d858973cf1c9df6ab23bc5f2682a","MARION VALKENBURG","NL","60","10","77","9","14","172 reps","217 reps","13:25","56 reps"
"fbf6329e75ff0f61cc97c0b3e69b91ab","TERESINHA ORSSATTO","BR","62","30","45","16","31","163 reps","235 reps","14:24","50 reps"
"e94634a4fbdac68fa0054de8684fb62d","DEBBIE DOWNING","NZ","62","18","16","68","35","168 reps","253 reps","120 reps","48 reps"
"83cc2270c1ecfdc0a76fe17c47626361","SHERAL SERAFINI","US","60","30","84","18","6","163 reps","210 reps","14:37","59 reps"
"03fc50341842912a1e1bac8444b5ea98","CINDY KANE","US","62","26","79","26","7","164 reps","215 reps","143 reps","59 reps"
"ba4dada230634eb4358d7c7d61d27a31","DEBBIE CORWIN","US","63","16","28","67","32","169 reps","246 reps","120 reps","49 reps"
"566a9a3a550ad5b5b5a12d6a6596b080","ANDREA OWEN","US","62","16","66","35","27","169 reps","221 reps","132 reps","50 reps"
"274124484c28d1bf08e44fc49cfe2c0a","TAMMY SMITH","US","60","10","66","54","17","172 reps","221 reps","123 reps","53 reps"
"07a3fa52569adcc420d860eb2a65e51a","DENISE CARLSON","US","60","63","20","19","51","152 reps","251 reps","14:42","45 reps"
"f58545aba7886e087198447580f4dcaf","MONA SHAY","US","60","7","40","57","55","174 reps","239 reps","121 reps","44 reps"
"54b3b3089303b579ce16e3ba2e047fed","MARIE LESAGE","CA","60","7","63","56","34","174 reps","222 reps","121 reps","48 reps"
"bfd755d4169aea0c047e3b6fe4907e70","LUCY BISHOP","US","60","42","35","42","59","159 reps","241 reps","127 reps","44 reps"
"1a03e8abb10dab6bc6a56fc7e2a3499c","DEBBIE BROOKS","US","63","39","26","52","62","161 reps","249 reps","123 reps","43 reps"
"fd4e1800345263f811516fdc683e2164","BETH GILLETTE","US","60","30","70","66","21","163 reps","219 reps","120 reps","51 reps"
"8868222a6700610b3f392e26b33c4171","ONDINE EASSON","CA","62","63","37","24","64","152 reps","240 reps","144 reps","43 reps"
"e6e7e1bddaeb39d4ff11bce94d73befb","FIONA LAMBRICK","AU","60","48","63","53","25","158 reps","222 reps","123 reps","50 reps"
"a424a7a1f0b37b67d7dfef2218cf5209","MINETTE ALLMOSLECHER","US","62","21","54","93","28","167 reps","227 reps","116 reps","50 reps"
"6d5cb88079c1215e06b2b842d54f08a4","COLLEEN FAHEY","US","61","48","126","11","15","158 reps","195 reps","13:29","55 reps"
"8d8a559b2564f7b22490fd7a8bc9b57d","SYLVIE KONIECZNY","FR","60","50","7","50","98","157 reps","265 reps","125 reps","40 reps"
"24ca13b81ba5cbc970a0639a182953ad","VERONICA GREGORY","US","60","26","37","117","29","164 reps","240 reps","109 reps","50 reps"
"6c4110b1aab2b1accef2f556a6ddd571","CHERISE WALMSLEY","AU","60","1","142","48","19","187 reps","192 reps","125 reps","52 reps"
"a679e183ff47fd5898c8a65b3c408408","ALISON JARLETT-BURKHART","US","60","37","47","15","113","162 reps","233 reps","14:07","37 reps"
"15baa4a846b8953f2363e88745ea197f","YVONNE HOWARD","US","62","50","56","62","47","157 reps","226 reps","120 reps","45 reps"
"174e664ae039a28865507a78170b9856","KAREN SMITH","US","62","42","100","3","74","159 reps","201 reps","12:25","42 reps"
"2dd60dec0cff95e7321a1195308bbe59","MAGGIE DESCH","US","62","5","44","123","49","177 reps","236 reps","106 reps","45 reps"
"707a825dc76260615b3093cffe0befbc","CHRISTA WINSLOW","US","61","59","12","69","86","153 reps","257 reps","120 reps","40 reps"
"4b870bf7de62fc218a207e465130a9a0","LYNNE KNAPMAN","AU","64","41","104","64","20","160 reps","200 reps","120 reps","52 reps"
"04493ef7f441414972db722e83dee13e","SARAH BELL","US","63","25","15","8","182","165 reps","254 reps","13:18","32 reps"
"f10cedc969f2d71ec9c16896b8b177e4","JENN EAGAN","US","61","92","37","27","100","144 reps","240 reps","141 reps","39 reps"
"8e9724409a05e3f1f42e4edfb4e722b8","LITSA OLSSON","US","63","59","127","49","23","153 reps","194 reps","125 reps","50 reps"
"e93a0b4862b766d0f8c4be3170185fe9","SHEILA BEAUCHEMIN","CA","60","18","60","73","110","168 reps","224 reps","120 reps","38 reps"
"5270960bd771c63c298e35b32ec5ada0","PHYLLIS JOHNSON","US","61","82","63","80","45","148 reps","222 reps","119 reps","46 reps"
"7ee3c638dac4df2b6fba39624ba9c1d1","LORI LANE","US","62","70","165","34","11","151 reps","189 reps","133 reps","57 reps"
"c4db3c6e4cb8fc552425f0521467619b","SUSANNE OLVBACK","IT","64","59","8","65","155","153 reps","260 reps","120 reps","34 reps"
"0c788d961dc2116f2f53601e2181596e","SHERRIE YACALIS","US","60","30","104","76","77","163 reps","200 reps","119 reps","41 reps"
"7caa927ad20448a04e166ff3622f74e1","TRACEY WOIWOD","CA","60","63","34","83","114","152 reps","242 reps","118 reps","37 reps"
"0ac2978ddfce861cea1e5338ca27d497","MITZI POETZINGER","US","60","26","110","89","80","164 reps","199 reps","117 reps","40 reps"
"8e5b8ebd8138e1bc9f679f2293c9c3ea","LISA TAMBUSSI","US","60","75","3","146","85","150 reps","268 reps","102 reps","40 reps"
"430c95ab3f0b3ac63ad316e0ecabaa43","MICHELLE BRUCE","NZ","60","9","23","105","177","173 reps","250 reps","115 reps","33 reps"
"081b4f8bf27646f287723c1b16092141","SHELLY CHAPPLE","US","64","63","212","40","5","152 reps","182 reps","128 reps","61 reps"
"3b5d1137b2fc71ea21ddfa9bd9610051","ALINE BOURGOIN","CA","61","50","121","84","72","157 reps","196 reps","118 reps","42 reps"
"9eeb02971392c098afd1641cc6f9532a","TONIA CIANCI","US","62","100","40","23","174","143 reps","239 reps","145 reps","33 reps"
"779755d1de3fe988d9c3d456e376a809","MARION CRAIG","CA","63","26","50","97","171","164 reps","230 reps","116 reps","33 reps"
"fe5055388404f232cb3388edc77cc315","CATHERINE LAOUSSING","FR","61","120","43","31","150","139 reps","237 reps","136 reps","34 reps"
"ad4a7bf473f5c713decd2a1ae81046ae","JANET LANIER","US","62","86","46","12","202","146 reps","234 reps","13:48","31 reps"
"137cb5a93b7df60a126c99fc91f66452","SYDNEY COURTNEY","US","60","107","157","13","70","141 reps","190 reps","13:55","42 reps"
"d647ec7369b9912f311b8d6bd3b743a9","KAREN ROTONDO","US","61","57","5","25","261","155 reps","266 reps","143 reps","28 reps"
"a256b2a8e2ffb2f31e92010447ecf163","JEANIE ALLEN","US","61","92","189","47","26","144 reps","185 reps","125 reps","50 reps"
