"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"8591bcb5f094d8db22399226f3328665","VIC MCQUAIDE","US","55","2","34","20","17","201 reps","265 reps","146 reps","51 reps"
"36c4d1a064e9822fd02bb2daf8718867","ANTONIO BOLDRINI","IT","58","27","14","2","40","188 reps","272 reps","13:38","48 reps"
"a1e3b8470fb791f412eeefee60bacabe","JAKE TAYLOR","US","55","2","50","54","8","201 reps","260 reps","138 reps","53 reps"
"5eb45bdaf3282b2d6a209de349234b5c","JOHN KIM","US","56","71","8","3","35","179 reps","278 reps","14:16","49 reps"
"504c43b45fe983c23375da87e0799996","LIEMERSON CAPORALLI","BR","57","18","41","83","1","191 reps","263 reps","135 reps","56 reps"
"4f62246c41625e5d2e6d28f1d3d8d7ea","LON ALLEN","US","55","47","41","52","23","184 reps","263 reps","139 reps","50 reps"
"1b04dfd64b9bab9836f5b6782c436d45","SHANNON MCKIBBEN","US","57","43","34","76","15","185 reps","265 reps","135 reps","51 reps"
"4fed3e6b18e169b69d34507b2f00dfb1","MARK SEWELL","US","57","84","66","26","9","177 reps","257 reps","143 reps","52 reps"
"37046e2ae556211a76a3c3d5d2b07a6a","CHRIS PODESTO","US","59","27","50","108","4","188 reps","260 reps","133 reps","54 reps"
"cf8a6157c88a57495ac6528a66ce9b2b","GREGG GEERDES","US","55","58","29","9","123","181 reps","267 reps","149 reps","43 reps"
"2056021e9386dd0fb5d2434232c79efd","CHARLIE POKORNY","US","56","158","12","4","53","169 reps","273 reps","14:18","47 reps"
"f17a0e91ee7eabeab9974db9b718a3d3","CHRIS ROE","US","57","19","10","19","197","190 reps","274 reps","146 reps","40 reps"
"761635db38c1e4342a2e804fd26f05b2","JASON KEITH","US","55","9","7","145","90","197 reps","280 reps","130 reps","44 reps"
"5fcb0848972d4c8c432ecc3188a24c9e","MICHAEL MILES","US","55","47","62","40","104","184 reps","258 reps","141 reps","44 reps"
"f6789a1b34f48196a4910096cad19f37","CHRISTIAN POIRIER","CA","58","15","84","12","155","192 reps","255 reps","149 reps","41 reps"
"80b3fe21b18330ae3d5a6bcfafd4ac58","MICHAEL IVES","CA","55","47","84","7","130","184 reps","255 reps","14:54","42 reps"
"51497ab735c0d2dc7f96ae0d92dc9d55","JOHN DONJOIAN","US","57","4","62","93","113","200 reps","258 reps","133 reps","43 reps"
"9f159e4dce397af4b480e272405fe8c2","PAUL LOCK","US","57","131","50","46","51","171 reps","260 reps","139 reps","47 reps"
"33e7260b6c3cd0b7adb090a3a3df1f13","LEONARDO WERNERSBACH LIMA","BR","57","158","74","17","30","169 reps","256 reps","147 reps","49 reps"
"fb87f772bec17256aab6c0881b14337f","ANDERS AMREN","SE","57","121","58","51","66","172 reps","259 reps","139 reps","46 reps"
"766150a0603fb944a70fd15bfb140280","SHANE THATCHER","AU","55","27","92","59","120","188 reps","254 reps","137 reps","43 reps"
"cdeb19340f86bedc0cba22c61729aaef","MATT BEALS","US","57","33","151","38","77","187 reps","247 reps","141 reps","45 reps"
"428acfbfcf4c529194588f0643d1b2ed","EFREM CAPETILLO","US","55","1","2","58","241","202 reps","294 reps","137 reps","39 reps"
"ea7d135ccf2fe813de23a04ce4070a98","MARCO WISSNER","DE","55","43","58","37","169","185 reps","259 reps","141 reps","41 reps"
"af587077852a628f53561199ba172b0e","GUY CRAVATTA","US","57","12","4","242","58","194 reps","290 reps","130 reps","46 reps"
"45880863144185ed7550fd751d51b002","JON LUCONTE","US","55","33","74","141","78","187 reps","256 reps","131 reps","45 reps"
"0a530f0df0e2d1728c575ccc4e3aa978","LEE GRAHAM","GB","58","27","14","197","98","188 reps","272 reps","130 reps","44 reps"
"d9f83d8aaee4f2a3c2f471dd8dbc93bb","ROD BENNETTS","AU","55","33","25","73","206","187 reps","268 reps","135 reps","40 reps"
"6af2cf871c2ae58fa6e4e2fbb96cc34e","RAUL CASTIÑEIRA","ES","56","144","31","32","136","170 reps","266 reps","142 reps","42 reps"
"393e50f21bcbc4cf8c889e2132dcaaf1","MIKE EGAN","US","57","63","245","27","27","180 reps","230 reps","143 reps","49 reps"
"adbd76352e04096897d3e9db23cff5ae","BRAD PENCE","US","57","19","18","47","283","190 reps","270 reps","139 reps","37 reps"
"6ab7f82548f90218f69a460bc9f3f699","BILL VANDERKOOI","CA","55","7","50","284","37","198 reps","260 reps","126 reps","48 reps"
"db2a92f01f62b96b0e08368954a5b4af","LARS FRÖBERG","SE","57","43","18","206","116","185 reps","270 reps","130 reps","43 reps"
"cde0092326014b55b327f52c5272e1ee","ROBERT DAVIS","US","56","158","25","16","187","169 reps","268 reps","147 reps","40 reps"
"9dfb03a6f19c6e79fd9606a9d1ac4300","ANDY KNAPP","US","55","71","115","65","138","179 reps","251 reps","136 reps","42 reps"
"6154d1257af8a5ead1e8eae02669d8de","KERE PARATA","NZ","57","19","199","167","5","190 reps","237 reps","130 reps","54 reps"
"73dc1e488784087f542845aed040fb62","TODD GABRIEL","US","55","131","46","56","163","171 reps","261 reps","138 reps","41 reps"
"8290e5e387de4d66bff7f9119b11c355","KEVIN DORAN","US","56","131","161","68","52","171 reps","245 reps","136 reps","47 reps"
"64463f8e05f28758f0dd2ab1a2c6d90e","BRUCE BEATON","CA","59","25","115","252","24","189 reps","251 reps","130 reps","50 reps"
"9f92bc1f27bb2a5e7513d414b501a88f","ANDY BYRON","GB","57","105","176","121","20","174 reps","241 reps","132 reps","50 reps"
"7398c939cc02be8a7ae93ffa93a76063","CHRIS CRAFT","US","55","94","107","33","188","176 reps","252 reps","142 reps","40 reps"
"63cd7fab87147fb19b89446c91d5a00a","JODY BULLARD","US","55","234","84","67","44","164 reps","255 reps","136 reps","47 reps"
"582ff5b11354249a382c972920919c5b","ANDREW DENHAM","US","58","58","74","147","175","181 reps","256 reps","130 reps","41 reps"
"be91dae340d7e59f432aa1163f3d21d0","GARRY INGRAM","IE","55","12","10","113","321","194 reps","274 reps","132 reps","36 reps"
"3780e4973c010a6227a15fa8175d4a2f","ANDREAS EDVARDSSON","SE","56","121","58","53","224","172 reps","259 reps","139 reps","39 reps"
"7f39f261fb1f594c2b68f15f7a6e1b8c","JOHN CARVALHO","US","56","114","245","61","45","173 reps","230 reps","137 reps","47 reps"
"b18fc9ae21765838323398abb3721cd2","BRIAN CUNNINGHAM","US","55","94","239","116","18","176 reps","231 reps","132 reps","51 reps"
"a3661e8aeb814356b6921e7ad03e374d","JAY SANDERSON","US","57","303","98","31","36","160 reps","253 reps","143 reps","49 reps"
"ef3bbde4ba043eadc47aadba77c30763","ERIC MORE","US","55","15","12","279","166","192 reps","273 reps","127 reps","41 reps"
"f99c80424397aa15d20e506ef4bdd6fd","STEPHEN HILTON","CA","55","144","46","154","143","170 reps","261 reps","130 reps","42 reps"
"fb768d2888b2a94cdc9436fe8c26e96a","TODD NELSON","US","55","158","161","71","106","169 reps","245 reps","136 reps","43 reps"
"bcc3115207ec3b152912b08742ad21d3","BILL PAJOT","US","55","71","84","168","180","179 reps","255 reps","130 reps","41 reps"
"48704731f0e2c14b98b3d69d4d61f641","RICK CLIFFORD","US","57","174","239","50","56","168 reps","231 reps","139 reps","46 reps"
"bed4acc0d62ba682dfd92ce92fd1aac2","RICH KLINE","US","56","158","74","135","156","169 reps","256 reps","131 reps","41 reps"
"34535843d38c0964a4ec7249fa8c463e","IVICA HUKMAN","HR","56","9","115","286","116","197 reps","251 reps","126 reps","43 reps"
"4eb16d41252b8d1953af375975c69c1b","VICTOR MACHADO REIS","PT","57","131","5","14","388","171 reps","288 reps","148 reps","35 reps"
"e90827ed718b9c6eb2cb301655035f5e","JAMIE THURBER","US","57","114","258","77","89","173 reps","229 reps","135 reps","44 reps"
"6dacd6f205044129746d19a46684878a","KEVIN MCVEY","US","56","144","20","1","375","170 reps","269 reps","12:27","35 reps"
"229e5d86c22ecd8249f2f854ca88cc16","ALBERT POLICE","US","57","121","298","22","100","172 reps","224 reps","145 reps","44 reps"
"451a2aa1099e1c95a95e2c445e397ba5","JEFF MUTH","CA","55","39","98","321","84","186 reps","253 reps","123 reps","45 reps"
"1c9baf901ff1bc6c94cf383100747ef6","PETER HUGHES","GB","58","174","154","57","163","168 reps","246 reps","138 reps","41 reps"
"1d43b96eeb3807c26b70038f3bb8c91a","RICK STEPHANO","US","56","144","228","43","140","170 reps","233 reps","140 reps","42 reps"
"918d379a44c87e024e61faff95b0c481","ANDREW GILLIS","US","55","105","6","322","126","174 reps","283 reps","123 reps","42 reps"
"2501bc1327f17922aeae77796c27b5a4","JEFF ERNSBERGER","US","57","58","298","85","130","181 reps","224 reps","134 reps","42 reps"
"36cf650008e7b0b7c44dcefbe93e9b03","BOB BEARDSLEY","US","56","211","337","10","21","165 reps","219 reps","149 reps","50 reps"
"cc185b00617284a8aeb99ce921d4f3c6","SCOTT BIANCO","CA","56","63","66","324","138","180 reps","257 reps","123 reps","42 reps"
"a85598a8bdb7663cc9a53cda176e5bc7","DAVID USANDIZAGA","ES","57","131","286","94","86","171 reps","225 reps","133 reps","45 reps"
"1d7869a67f52281d3bde8dd2a436d99e","GARY BERG","US","57","19","231","80","270","190 reps","232 reps","135 reps","38 reps"
"bc886ff4604baff4b077acf94079d71b","TYSON TOLES","US","55","15","245","306","48","192 reps","230 reps","124 reps","47 reps"
"ff0c3441c43202651e2f5fa9421e9041","CHRIS WELLBORN","US","58","63","92","179","281","180 reps","254 reps","130 reps","37 reps"
"b2587dfa814693eee36f7172fd6a2e9a","DAVID AMEY","AU","57","25","176","49","367","189 reps","241 reps","139 reps","35 reps"
"f9c3599d6f2313fa34ac32df302c1f2a","DAVE ST-AMOUR","CA","56","197","220","195","7","166 reps","234 reps","130 reps","53 reps"
"857b1e117c1390d9ecd1c979d9999004","CURT TRIMBLE","US","56","14","169","356","82","193 reps","242 reps","120 reps","45 reps"
"c2cf22b2da7bab1aab6af218fe9404af","KENNY WILKINSON","US","58","270","115","36","203","162 reps","251 reps","141 reps","40 reps"
"67495943ef2ff152a48b0311c1909924","BLAIR DUDLEY","US","58","71","144","317","112","179 reps","248 reps","124 reps","43 reps"
"b87224d0335b21e28319a54316661284","MARCOS YAMADA","BR","55","211","286","25","129","165 reps","225 reps","144 reps","42 reps"
"d6cecc4289b093de16eed9727a1c8227","DARRIN CLEMENT","US","55","54","62","346","190","182 reps","258 reps","121 reps","40 reps"
"a716695b9a81be54273deca955c9fb66","MONTY MEISSNER","US","56","99","356","162","39","175 reps","217 reps","130 reps","48 reps"
"2eb7e672fec14f251a9840d07bd2506e","SIMON STOKES","GB","57","9","199","290","176","197 reps","237 reps","126 reps","41 reps"
"838cf79f5a2b3711093a423d50cba643","ERIC ODIC","FR","58","84","212","111","271","177 reps","235 reps","132 reps","38 reps"
"6ac36aba0aa51a5834eb2b7acf4bcf1f","JEFF BAPTISTA","US","58","43","107","202","329","185 reps","252 reps","130 reps","36 reps"
"21654c5cb2f03f1ab6fd65b1da3472c0","ANDY TAYLOR","US","56","158","184","77","265","169 reps","240 reps","135 reps","38 reps"
"c64fe9b2afdde64fc66db326254a6ec2","JOHN ORRETT","US","59","211","286","163","33","165 reps","225 reps","130 reps","49 reps"
"c09051087e44489364e6e3a33b931bca","PETER O'DONNELL","US","59","54","161","287","197","182 reps","245 reps","126 reps","40 reps"
"98514840bda86433f3dff8d11786d0e7","KEVIN PERKINS","US","55","105","115","276","204","174 reps","251 reps","127 reps","40 reps"
"a46fbbff2aaa97a8ecbcb0f6e105e941","GEORGE JOHNSTON","US","58","211","280","102","110","165 reps","226 reps","133 reps","43 reps"
"f4d81b20eb3fa93e98f23328937e6d4f","GLENN NELSON","US","58","234","286","174","11","164 reps","225 reps","130 reps","52 reps"
"103f3b0964bdab2167360f7dd0d630d9","DAVID SHARP","US","55","58","184","296","176","181 reps","240 reps","125 reps","41 reps"
"82a940ce4483db57ff5c557c7b178f61","RICHARD ONISHI","US","55","211","176","112","227","165 reps","241 reps","132 reps","39 reps"
"3a68a4a91f8835df68605b1e2f6187c3","JOHN GARDEN","CA","59","114","265","171","182","173 reps","228 reps","130 reps","41 reps"
"e5a7868be8a1e1237ca8a644ec65d0e0","ALEJANDRO CURA","AR","56","287","212","129","109","161 reps","235 reps","131 reps","43 reps"
"83b8007a566e09a89a795081fe20ce4f","CRAIG EDNEY","US","57","158","272","299","13","169 reps","227 reps","125 reps","51 reps"
"99548f69b10970b878c48017225598df","MARK STIEGLER","AU","55","27","151","334","230","188 reps","247 reps","122 reps","39 reps"
"0f0eb685e8dba9ab5ac7ab97b9ea3ac4","JERRY KREHBIEL","US","56","188","184","305","66","167 reps","240 reps","125 reps","46 reps"
"50924f39d334468c723cd64bc947b7b1","PAUL SAEVRE","US","56","430","50","23","249","153 reps","260 reps","144 reps","38 reps"
"27c1f2b0a2fcb850c380687728a67bd1","BRIAN SCOTT","US","56","47","192","258","257","184 reps","239 reps","129 reps","38 reps"
"336b28ae7a4dfe18b1e46f2bb7e3cf15","JAMES ROUSH","US","58","319","50","64","326","159 reps","260 reps","136 reps","36 reps"
"71349038020ea00f05ca9c5d3befa69b","DION WALMSLEY","AU","58","33","625","41","65","187 reps","193 reps","141 reps","46 reps"
"2a585ade309e68743c6667fcf60a193d","JIM MELLO","US","56","71","39","146","517","179 reps","264 reps","130 reps","31 reps"
"12bde60a8d31a09f250e66cadd0615c9","STEVE GROHN","US","57","19","512","170","87","190 reps","200 reps","130 reps","45 reps"
"490057c25f2d2203bed100af2cbb158e","MICHAEL BARTALO","US","58","131","378","173","113","171 reps","214 reps","130 reps","43 reps"
"dbc6a156cf6f87680318482857d90bb2","JIMMY BREWER","US","55","352","265","35","160","157 reps","228 reps","141 reps","41 reps"
"6ad9486f7218c77103ba0deb9a82205c","THEO FELTS","US","56","174","169","39","441","168 reps","242 reps","141 reps","33 reps"
"3e6de644ab9f8f0118ea494aaaea2147","DAVID REWALT","US","55","430","245","123","26","153 reps","230 reps","131 reps","49 reps"
"96f87a29c7b22abdce7cd2833e017517","DUTCH STEUTEL","US","58","84","39","75","631","177 reps","264 reps","135 reps","30 reps"
"8e66ffb3f41b275dcb9844d371b24a55","DARID CANDIES","US","55","287","365","151","28","161 reps","216 reps","130 reps","49 reps"
"5a0c3118b6ee59cbbdae6ba847b333bd","TROY SMITH","GB","56","250","298","105","179","163 reps","224 reps","133 reps","41 reps"
"cba8c3eff717627524245f023efd584b","KIRK WILLIAMS","US","58","211","239","274","111","165 reps","231 reps","127 reps","43 reps"
"ccd65a6020f482480b4443bfa79b7794","DAVID BULLAMORE","US","58","84","337","104","314","177 reps","219 reps","133 reps","36 reps"
"04d0856ce2586da2c8937edcad3e8063","BRIAN MAKI","US","56","131","130","380","200","171 reps","250 reps","120 reps","40 reps"
"f6570f93074cf4554543340e816159a6","RICHARD ALM","SE","57","81","480","217","64","178 reps","202 reps","130 reps","46 reps"
