"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"975bb1395922747b428d304133912d89","LOUIE MCMASTER","IE","40","29","10","4","20","207 reps","18:38","9:57","47 reps"
"6d6e699502b2ce1d5e93edd4db3e6474","RUDOLPH BERGER","US","42","1","8","6","56","229 reps","18:23","10:12","44 reps"
"33cffd4c49cbe8d241d7569078d225df","JONATHAN EDEL","US","40","19","12","43","3","211 reps","18:48","12:10","53 reps"
"99e93630f360f644760d6db341c19a4b","PIERRE-LUC LABBE","CA","40","7","28","84","18","220 reps","19:26","13:18","47 reps"
"ab463825bff7efae401ab656c6c4755f","JULIAN SERNA","CO","40","41","71","13","26","205 reps","19:59","10:34","46 reps"
"41f57d191e18dd439e4695e072f9f74c","JORDAN TROYAN","US","40","78","1","17","58","200 reps","17:27","10:55","44 reps"
"57e3815738d8a30309a2e28272fe4db5","DUSTIN MCWILLIAMS","US","42","95","11","6","45","198 reps","18:47","10:12","45 reps"
"d673593e9b9de4342ea89a72aa1b4944","PATRICK MIDGLEY","US","40","6","80","49","23","221 reps","298 reps","12:25","47 reps"
"80623f7eb6790a3f23b8b677834ab49f","ROLO GOMEZ","UY","41","55","15","52","60","203 reps","19:00","12:30","44 reps"
"674698d46e299b84b757827561bbdfec","CHRIS REIL","US","43","19","23","63","87","211 reps","19:18","12:42","42 reps"
"6623c5b253ef7b1c473b0a9a7006d114","CARLOS LOPEZ","US","40","61","15","21","98","202 reps","19:00","11:11","42 reps"
"a65f287427442fa0aeb0894d06d8a9ca","BRADLEY ALCOCK","US","41","95","6","19","90","198 reps","18:08","11:08","42 reps"
"2001a821c0ca77f70da729a63988aeb2","ALEXANDRE JOLIVET","FR","44","46","75","86","9","204 reps","299 reps","13:21","51 reps"
"f4bc1cd225f54ec3003f7302fab1e8dd","MIKKO OJALA","FI","41","27","129","32","34","208 reps","289 reps","11:41","46 reps"
"bb1ab86dde0566fb944b0b1c8fed0998","BRUNO MILITAO","PT","41","16","109","78","37","212 reps","291 reps","13:10","45 reps"
"3e67af47b418e46db75a29a0857c4728","FRANTIŠEK HERIBÁN","SK","41","10","100","27","115","216 reps","293 reps","11:23","41 reps"
"26d63a186db4f865ba0f74da0f191743","JONATHAN VARELA","CR","43","104","71","72","21","197 reps","19:59","12:51","47 reps"
"b989bd042d1b92cd27f06da2f8f8e944","BRANDON SHUCK","US","40","104","91","36","47","197 reps","295 reps","11:57","45 reps"
"83d66de0b6768389a732f1e1c87c0aa9","JAMES FREE","US","42","12","96","121","50","215 reps","294 reps","13:52","45 reps"
"d5080b0d8495c33e93a87d6e966043d2","PACO BRAVO","ES","42","159","33","16","71","192 reps","19:31","10:48","43 reps"
"42ce850f349392a61180b4fcc3f6138f","BRET OWSLEY","US","40","61","32","125","66","202 reps","19:29","13:55","43 reps"
"2b01b42593417e8b9f9393d7d106aa32","EMERSON MEDEIROS","BR","40","124","45","81","43","195 reps","19:40","13:16","45 reps"
"6c9c8fa02bb8d1c5039044dce19dc2e9","AARON BIELEFELDT","US","42","46","235","21","8","204 reps","282 reps","11:11","51 reps"
"dc82230bbb1fcc82df41c241b0594971","JAMES ST LEGER","GB","40","159","96","15","69","192 reps","294 reps","10:44","43 reps"
"a842803d2f311d24c32ed532ffc0e84c","JAMES KUSAMA","US","44","61","129","130","53","202 reps","289 reps","13:59","44 reps"
"3ef99da535b77b52a3965e8ff8c69b5c","DAVID LANZA","ES","43","78","28","44","230","200 reps","19:26","12:13","38 reps"
"e600bf5415b673ee05575ecd6fb0268f","MICHAEL WALSH","IE","40","214","50","6","116","189 reps","19:45","10:12","41 reps"
"08ec3a71e48b6aa0110ce4246819023b","SAMER ZAAROUR","LB","42","2","297","97","10","227 reps","279 reps","13:30","50 reps"
"7a872e51739cd83dbd5bc8f8636b044e","PAUL BEDFORD","GB","41","9","40","210","147","218 reps","19:37","149 reps","40 reps"
"c824c19d1934fe1063cda84823b8d0a3","DUSTIN HARTH","US","40","95","202","73","38","198 reps","284 reps","12:53","45 reps"
"c7d44deb6508d3018532c7fe0e768155","CLINT RUSSELL","US","40","114","129","47","118","196 reps","289 reps","12:23","41 reps"
"bcc20b85000cc0352aec3c22a3245f74","MIKKO ARONPÄÄ","FI","40","61","82","198","68","202 reps","297 reps","14:58","43 reps"
"598d7490ef31fd5ffe9596b14ea0b150","MARCELO OLIVEIRA","BR","43","124","21","44","222","195 reps","19:05","12:13","38 reps"
"c557557726ca8a4cd2f093b537570fae","CHRIS CRISTINI","CA","40","21","120","27","245","210 reps","290 reps","11:23","38 reps"
"d83fdae1ed3e32540a86f8dbcab6991c","JOHN HAZDOVAC","US","41","232","50","50","82","188 reps","19:45","12:27","42 reps"
"c951dd33377d76808c7961c098aff75d","DIDIER LECLERCQ","BE","40","124","35","179","81","195 reps","19:32","14:45","42 reps"
"f625799069182ff0061ff9edc3aea7b7","SIGURÐUR ÞRASTARSON","IS","40","134","45","121","121","194 reps","19:40","13:52","41 reps"
"1d5475bca9f28b0e375f4df1e5c50957","JOAN LEÓN","ES","43","214","18","10","183","189 reps","19:02","10:17","39 reps"
"39e889baacf4828995db9ac93a107be2","CHICHO QUESADA","CR","42","41","338","26","28","205 reps","277 reps","11:22","46 reps"
"02d2e859e7fa9969622a2dc19db80b92","ROCKY GAGNE","CA","42","84","65","166","129","199 reps","19:55","14:39","40 reps"
"23433ce11b3d69d2c85d322a97524aa2","HYEONGJAE PARK","KR","41","114","218","41","78","196 reps","283 reps","12:07","43 reps"
"06daca66ec08fcefa03a9592086add45","SCOTT VAN DEN HEUVEL","NZ","42","134","96","110","114","194 reps","294 reps","13:43","41 reps"
"8cff9dc9a6cd5e37afeddd0749492b11","ERIC HINMAN","US","43","84","9","52","312","199 reps","18:34","12:30","36 reps"
"e9014c1e0e19de228751be0314b2282c","THIAGO JACOME","BR","40","14","120","305","30","213 reps","290 reps","144 reps","46 reps"
"db33a71b816846504aecdbcc3b320dc1","PAUL DELANOY","US","41","124","297","64","13","195 reps","279 reps","12:43","48 reps"
"70790e26b6a86044388df1fccc61b5e7","AARON HOUCHIN","US","40","24","385","46","61","209 reps","275 reps","12:20","44 reps"
"abf725040c9e3ef00b9209c863943c12","THOMAS CLINTON","GB","40","95","38","113","272","198 reps","19:36","13:48","37 reps"
"b76888be3ef29fc6cbcb1a6401a732a9","MATTHEW SAXSMA","US","41","159","58","262","51","192 reps","19:50","146 reps","45 reps"
"191c56bd5346ebb7a49fb856e8cf3e55","CHUCK BREHM","US","41","84","202","238","11","199 reps","284 reps","147 reps","49 reps"
"8c198b227c3a4cb3fc5043288ba0e3cf","MATHEW LARSON","US","40","46","140","333","17","204 reps","288 reps","143 reps","47 reps"
"5b87014551c576b288c6fdcc9eedce8d","HENRE HARBOR","ZA","42","194","58","96","193","190 reps","19:50","13:28","39 reps"
"01db90230ea29631ac907f8b7d22f0c7","DAVID SANTA CRUZ BORGSTRAND","SE","42","29","18","289","214","207 reps","19:02","145 reps","39 reps"
"79d53ae0249259fbb69fcecd3826681b","BRANDON NOLIN","US","40","55","150","340","6","203 reps","287 reps","143 reps","52 reps"
"0b8c671f2cbd2307c6cbce8b745e1d40","DANNY BURK","US","41","124","150","64","225","195 reps","287 reps","12:43","38 reps"
"8dbb365eb1b792a32a59d4408f9f2c7d","MARTIN PEDREIRA","US","40","134","129","38","266","194 reps","289 reps","12:00","37 reps"
"8fb0fb641a84cc1109178363734fdbf5","RODOLFO POBLETE","CL","41","232","100","161","80","188 reps","293 reps","14:36","42 reps"
"5df716b09c194a2b64fd160564fe9f72","ROBERT KRAMER","US","43","46","252","236","72","204 reps","281 reps","147 reps","43 reps"
"f2f9460ac95ca917e5898b00898a89bf","YERAY MENENDEZ","ES","41","354","129","75","48","182 reps","289 reps","12:57","45 reps"
"1eb6dd689066805910a18350958dd98f","KEVIN JONES","US","41","61","297","247","2","202 reps","279 reps","147 reps","53 reps"
"5fdd0c8f56bef6c1337e9014264732d4","JUSTIN BREWER","US","41","159","150","119","179","192 reps","287 reps","13:51","39 reps"
"d0adf541d03133f1d4744b447bd4f8fb","ANTHONY MCDONALD","AU","40","194","49","32","336","190 reps","19:44","11:41","36 reps"
"76b26973aaddd2f4109df94fed088f14","CHRISTIAN WEBER","DE","42","84","252","81","198","199 reps","281 reps","13:16","39 reps"
"168c89d147667813b755647439bac4bc","GARRETT CORLEY","US","41","104","338","94","84","197 reps","277 reps","13:27","42 reps"
"281e4e5936295ac20a5c00f774ac6354","DUSTIN PONDER","US","41","10","150","460","7","216 reps","287 reps","139 reps","52 reps"
"bf14aacbab72648e2082ddee12713c8b","ANTONIO MARTINS","BR","42","114","252","106","158","196 reps","281 reps","13:38","40 reps"
"9a469b895452daced80058a75eb6c35d","CHRISTIAN JENSEN","NO","41","354","129","30","120","182 reps","289 reps","11:33","41 reps"
"6c47b7fa97fdb5dba672902f43a3f3d0","FILIP TROJOVSKY","CZ","42","16","297","163","165","212 reps","279 reps","14:37","40 reps"
"4094ad36e5ee4d0ef89402c6e7c5a90e","ZACHARY GIBBON","US","41","41","91","12","508","205 reps","295 reps","10:18","34 reps"
"6b5a9c44d4ebca9a95978b1e0b125d1d","NEIL MORAN","US","41","114","274","93","185","196 reps","280 reps","13:26","39 reps"
"bcbe5ef663bf4137ce1fe4e716e953ed","SHAKA DENNIS","US","44","61","235","310","62","202 reps","282 reps","144 reps","44 reps"
"6848dfcbabfc29048f00a13e02a214a7","AHMED EL-SOUKI","DK","42","159","52","464","1","192 reps","19:46","139 reps","56 reps"
"ce9281d5d795959c08e566e9f55ab17f","MICHAEL PETRUSO","US","41","61","40","344","232","202 reps","19:37","142 reps","38 reps"
"aff6fad207cc0c3db4fb1dc60bde2fa2","TOMMASO RUGGIERI","IT","40","274","109","86","208","186 reps","291 reps","13:21","39 reps"
"2f34ee67b6429a145b93cd62a6e87fc1","PATRICK MCGINNIS","US","42","295","202","86","104","185 reps","284 reps","13:21","41 reps"
"715b5765213ea78c9475a2b05e494ac7","JUSTIN POWER","US","40","46","166","218","259","204 reps","286 reps","148 reps","37 reps"
"cad0537988d5be2e87126a548053246d","DAVID SCHRAMM","DE","40","46","338","293","14","204 reps","277 reps","145 reps","48 reps"
"6b4e2982ebbfacc64dfcd4ee340d45ad","SARKHAN LYUTFALIEV","US","40","148","150","54","341","193 reps","287 reps","12:32","36 reps"
