"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"61cfe619845cbeeaee98fdbe024bd55d","KIM PURDY","CA","52","11","1","7","34","170 reps","19:47","143 reps","32 reps"
"0d2813d3d956ea3f0ee1fcee0e4dc9a4","CHERYL BROST","US","53","44","4","3","11","156 reps","286 reps","145 reps","39 reps"
"8bad42f4339346ee93bcc8cdfaa847bd","FILARETI XANTHOUDAKI","GR","50","23","26","8","10","163 reps","272 reps","143 reps","39 reps"
"867e39e1cf395b332a168009ac255aac","JENNIFER DIETER","US","50","51","9","4","8","154 reps","280 reps","145 reps","40 reps"
"0e095bb2c1bdc55bb56066c00ed65996","STELLA BARTRAM","GB","51","9","5","19","48","171 reps","283 reps","133 reps","31 reps"
"c5acd565cefb94c44d600aa8f89ba359","LUCIANE MACIAS","BR","50","19","14","10","42","166 reps","276 reps","141 reps","31 reps"
"48648620d2249d2f39b84e0222eb7925","KIM LENNON","US","50","14","7","55","16","169 reps","281 reps","130 reps","37 reps"
"899bbb09152ec1037225251b0c8bc01c","STEPHANIE CHINA","CA","50","3","14","70","6","181 reps","276 reps","128 reps","40 reps"
"4caf101bc8950a8ec4f486f89766e5d5","LORI PRUITT","US","52","20","53","22","9","165 reps","265 reps","133 reps","40 reps"
"21c1f5a389267eee995946534ba7b2e4","JANET BLACK","US","50","23","2","90","1","163 reps","293 reps","124 reps","41 reps"
"e3a3c7ae1c8fb36b765a35196e5f8470","JULIE ACKERMANN","US","52","38","12","9","65","158 reps","278 reps","141 reps","30 reps"
"51708c5309462e0d6ca289ca421d061d","PAMELA GAGNON","US","50","86","20","1","26","148 reps","274 reps","13:54","33 reps"
"cca2cad6f64f8818b914ba622ae92ff3","CINDY HINKLE","US","54","66","24","12","33","151 reps","273 reps","138 reps","32 reps"
"8073e1d36efdcfb099f6c5aea0a96e8c","TEA GEBBIE","US","52","4","30","85","21","180 reps","270 reps","125 reps","34 reps"
"d3f4b1e9f4d3fced089764533c727db5","SAMANTHA STOCKER","GB","50","42","14","32","56","157 reps","276 reps","131 reps","31 reps"
"84ebbfc682f2f82df046e57d50e37c24","SEMMA BURBA","US","50","60","24","29","59","153 reps","273 reps","131 reps","30 reps"
"be533ed679b366839b3e1288b077b394","GAYNA SAVOURY","CA","50","7","40","106","24","174 reps","268 reps","123 reps","34 reps"
"ad1a5dada57a249428d9b03a17a9a950","CAROL MEZEN","US","50","9","40","116","12","171 reps","268 reps","121 reps","39 reps"
"f1a70123b7c30a14633b70a2310a7d2a","KRYSSIE CHANDLER","US","52","17","45","45","75","167 reps","267 reps","130 reps","29 reps"
"7de18ec89bddd459847122f478e5f5e6","SARAH HAYES","US","50","20","106","44","15","165 reps","253 reps","130 reps","37 reps"
"4c8a42838cd1a5a69bbdc7709de74dd0","JENNIFER JASPER","US","51","6","62","109","13","175 reps","263 reps","122 reps","39 reps"
"cf580e07706c0b8a9a8f0345705e8635","TARA GEMER","CA","53","11","26","117","38","170 reps","272 reps","121 reps","32 reps"
"2fb4a56e9e238d1397a25cffbd5d0dbc","ERIN GARLAND","US","50","51","14","24","110","154 reps","276 reps","132 reps","26 reps"
"2ee366bcb36e9e726c1afc60eb3224b1","BECKY KNOWLES","GB","51","30","71","72","32","161 reps","261 reps","128 reps","32 reps"
"a31f1985a0cdc62f36e2075498e97cdd","KIMI BOUTILIER","CA","52","49","30","80","49","155 reps","270 reps","126 reps","31 reps"
"06b4e032c84b24592dee3c6954762a3a","RACHAEL ROBINSON","NZ","50","1","62","149","4","192 reps","263 reps","118 reps","40 reps"
"ac6bbec1de8b8bdb6e38072ffe97ba17","CARRIE SANDOVAL","US","53","27","85","63","45","162 reps","257 reps","130 reps","31 reps"
"a331518c296a95d9edbff56e0ee4f602","HELEN MACLEOD","GB","52","44","7","84","102","156 reps","281 reps","125 reps","26 reps"
"cbf8c2a7ba32aab586494f16cd6d322d","MARIE COULTAS","GB","50","30","3","41","165","161 reps","289 reps","130 reps","21 reps"
