"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"a707f881d6c97b052b16f2a43c4c640d","JOE AMES","US","60","5","22","9","1","192 reps","252 reps","10:36","64 reps"
"a2afad26b0532d1ed1f6375a89fcd1d0","STUART SWANSON","US","61","25","9","7","5","179 reps","256 reps","10:23","60 reps"
"329e2303513e7f4830808a09968c7138","TIM VIENNA","US","62","22","9","18","24","181 reps","256 reps","11:36","54 reps"
"3e73e8e5f989e594f1c8b20e47d780d8","PETER HARVEY","CA","61","7","35","36","12","189 reps","245 reps","13:10","55 reps"
"c2c778e09f6bcbc3d07ecc6cb7f19398","PIERRE CLEROUX","CA","60","8","5","56","36","187 reps","261 reps","14:05","52 reps"
"9f89a9eb0cf25514b24ff182b371ac23","KARL BACKS","US","61","18","3","37","48","182 reps","266 reps","13:19","51 reps"
"39b5ee5bd8010071ca53ec1343392098","MITCHELL TAYLOR","US","64","18","8","27","54","182 reps","257 reps","12:26","50 reps"
"69fa2508c38d17f4a322279d025b4ff7","RAYMOND ORR","IE","60","1","13","115","2","211 reps","255 reps","126 reps","63 reps"
"c5d5cfa3820c00aabdaf677fe618629e","ROB BERNET","US","60","2","85","45","7","197 reps","223 reps","13:40","58 reps"
"ccf2f20d01cc211679451a03fc6498af","ALLEN DUARTE","US","60","98","25","1","16","165 reps","250 reps","7:56","55 reps"
"5be21a72f4fffc24a7c8a8dd08c3fcfc","BRUCE YOUNG","CA","60","22","77","28","14","181 reps","226 reps","12:33","55 reps"
"7d253e6347ea6ffb3281e54795be2718","SHANNON AIKEN","US","62","18","108","6","15","182 reps","217 reps","9:57","55 reps"
"c30e264ff6556951fe63ca3cc67ad3a5","RAY BISSONNETTE","CA","60","5","93","39","30","192 reps","221 reps","13:23","53 reps"
"e0ae98562cd703290d6b4e887f3af7c4","NICHOLAS LACETERA","US","61","45","4","15","112","174 reps","262 reps","11:22","44 reps"
"7c054d8f03f816727763209f521b1e59","MIKE FRY","US","60","45","108","17","9","174 reps","217 reps","11:26","57 reps"
"f7c935cf35aabffc4a268e33b634ca55","MICHAEL WALL","US","63","31","55","61","39","177 reps","234 reps","14:24","52 reps"
"882383466fff89387cf02746399291ad","TOM FAMEREE","US","62","48","62","55","25","173 reps","231 reps","14:02","54 reps"
"6fef1bb2509c5f4139c5ddf7cea52ab6","DONALD TERRY","NZ","60","34","9","110","44","176 reps","256 reps","127 reps","51 reps"
"5aa89ccd86709a7549ab40833bd06b65","PATRICK MCCARTY","US","61","60","116","33","8","171 reps","214 reps","12:54","57 reps"
"20dbba4db51ac399d3a3ef74d4c7ddee","LANG DORSEY","US","61","14","41","116","47","184 reps","242 reps","126 reps","51 reps"
"d641955b4550cc5f140896eda979290f","CRAIG FEGAN","US","63","8","68","21","123","187 reps","229 reps","11:55","43 reps"
"d9d1098b406545848f29dde3eca54924","WARREN JENNINGS","US","60","29","93","67","31","178 reps","221 reps","14:31","53 reps"
"1f1fcd42ca9fdb9194c125aa1a877b7f","TONY KUBITSCHEK","US","62","24","116","75","10","180 reps","214 reps","14:53","56 reps"
"19a4d50dce330bfe931ec343c4d81d1a","TONY TURSKI","US","62","148","35","11","38","159 reps","245 reps","10:54","52 reps"
"4afc995ec56a364499792ee2fc0a9ba3","MICHAEL BEEMER","US","60","10","116","12","95","186 reps","214 reps","11:01","46 reps"
"b8d919c71c5d222ab3516f17bc45b5e4","RALPH BASS","US","60","18","16","137","64","182 reps","253 reps","123 reps","48 reps"
"25b3140d97d5f87e942445cf3e436474","KEVIN CREW","US","60","35","81","91","33","175 reps","224 reps","140 reps","53 reps"
"11d447f84d577a6081dd1cb1b03d116a","JEAN-FRANÇOIS LECLERC","CA","60","66","69","37","75","170 reps","228 reps","13:19","48 reps"
"149bac09a488bdcd5ef0d7c024d0f41c","CHRIS BAUGHMAN","US","60","31","127","70","26","177 reps","212 reps","14:36","53 reps"
"efa7a5a2bdc8873f9275e2081620ebbc","DENNIS MCTAGGART","US","60","72","85","82","19","169 reps","223 reps","144 reps","54 reps"
"ae2873f91254633d5d7677d02da6782a","ANTHONY COLETTA","US","61","17","81","102","60","183 reps","224 reps","129 reps","49 reps"
"d2c343ef007a3445844f0b1fdb20cf1d","DAN SCANLON","AU","60","60","7","13","187","171 reps","258 reps","11:13","40 reps"
"7e693032a6351ec3f57306779681d587","BAREND DONKER","CA","62","4","43","96","135","194 reps","240 reps","134 reps","43 reps"
"653b1d66c331c112c1d2bc9abdda259c","MARK A ANDERSON","US","62","72","37","42","129","169 reps","243 reps","13:32","43 reps"
"216d2ab0308dcb7506dd57650a6137bc","DAREL TRACY","US","60","10","59","162","59","186 reps","232 reps","120 reps","49 reps"
"f31c262c80d0afad0236ef56c80adf11","JON SCHATZ","US","61","89","169","8","27","166 reps","205 reps","10:24","53 reps"
"9a4f34c8a12f8a4fa47250d2dfd40ae1","TOM MCFARLAND","US","60","48","6","24","217","173 reps","259 reps","12:04","38 reps"
"0f8fc313baee78900ad718ebfe21464f","PATRICK DAVID","FR","60","148","9","32","114","159 reps","256 reps","12:53","44 reps"
"aebe26d638bcc5cc57cc721a0c38348d","BRET KURIHARA","US","60","66","111","16","113","170 reps","216 reps","11:25","44 reps"
"5234f6ab6a62be0ddc7eaaaa4c59325b","DIETMAR NOELLE","DE","60","98","85","43","82","165 reps","223 reps","13:35","47 reps"
"a9489ff8bb786f55534a254b4f76a0aa","GREG BLESZINSKI","US","60","35","72","169","41","175 reps","227 reps","120 reps","52 reps"
"e0498847a030d4e3429723ed9f76adc5","GLEN MITCHELL","US","62","12","210","44","53","185 reps","199 reps","13:39","50 reps"
"6f990e910c462a08f4b3de5f0dc7dcb6","MORTEN SØNDERSKOV","DK","60","2","178","136","4","197 reps","203 reps","123 reps","61 reps"
"369e56227d78eddb7fe662f0e5d8efa2","GARY CAUDLE","US","62","134","43","63","80","160 reps","240 reps","14:28","47 reps"
"4ba5cd371ba1c1607de0a5515a03d29a","BUBBA HAGOOD","US","61","134","116","19","62","160 reps","214 reps","11:42","49 reps"
"527e2ab6825223abcad755c3894659e7","KENT KITAGAWA","US","62","220","48","23","52","152 reps","238 reps","11:59","50 reps"
"86f1c1a23a8fa8c7617125e60ba809ed","DAVID GANTZ","US","64","148","25","73","100","159 reps","250 reps","14:42","46 reps"
"6fa06731fa74ede0c4c59713f6d1daed","PAUL STEVENS","US","63","14","16","148","171","184 reps","253 reps","122 reps","41 reps"
"dd7750e1af5f2e101a2422efed2f3c52","GRANT MILNER","CA","60","53","52","184","72","172 reps","236 reps","120 reps","48 reps"
"d892c91504c58e229ce9a57c645ec89f","LUC CYR","CA","62","53","77","234","22","172 reps","226 reps","115 reps","54 reps"
"b4eed80b580fe0760f74fc37d4f4d9f2","DAVID POWELL","US","60","103","259","26","3","164 reps","192 reps","12:18","61 reps"
"5319432636f33691d4434077a8cf92a9","TODD COOPER","US","60","89","127","53","122","166 reps","212 reps","13:58","43 reps"
"f7b6dd90a1e8bbca9c207eb2a25bd565","DAN RICKARDS","US","60","53","16","104","223","172 reps","253 reps","129 reps","38 reps"
"a4fb83297b18edd68d1a4ec5ce81ee2f","SERGE THIBAULT","CA","61","123","138","120","17","161 reps","210 reps","126 reps","55 reps"
"f41b385c0a35a2742034b357ec8223d1","STEVE PITSIS","AU","60","89","222","20","70","166 reps","197 reps","11:43","48 reps"
"6abbc56de083433ae55c0146e9d916fd","ERICK BRUDER","US","62","191","57","40","118","154 reps","233 reps","13:26","44 reps"
"e33ed94e2fe04e09c23e8324060abebc","MICHAEL BRADLEY","US","60","89","91","47","183","166 reps","222 reps","13:43","40 reps"
"5e842c657f43b010565784180b84ef9a","MARIO DEMONTIS","IT","60","119","106","163","28","162 reps","218 reps","120 reps","53 reps"
"f8d3084e23176df119e88948a4021d4a","PETER KRANTZ","SE","61","123","43","88","163","161 reps","240 reps","140 reps","41 reps"
"294264a2f728fa2305c39ad2329ebb6e","ANGELO MOROSETTI","IT","60","25","93","266","40","179 reps","221 reps","109 reps","52 reps"
"e634b166c7097323fda9e8f632c63b7f","SIDNEY HARRELL","US","63","66","279","69","13","170 reps","190 reps","14:34","55 reps"
"526599a3ce9fe9a41d7033408b8eb860","ERIC HAYLER","US","61","53","134","151","90","172 reps","211 reps","121 reps","46 reps"
"3a930db8149c53d78b58051bafb649bf","TIM HAINES","US","61","60","192","63","115","171 reps","201 reps","14:28","44 reps"
"fc23a0d07f3c94dc5f0062d618cfb712","CHRISTIAN GALY","FR","63","191","144","10","94","154 reps","209 reps","10:39","46 reps"
