"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","score_1","score_2","score_3","score_4"
"a18078c7341368a098a55ba7577efc76","TIA VESSER","US","55","4","6","12","8","190 reps","284 reps","136 reps","54 reps"
"2cbc06b270f383075af1d8b389d4de63","JOYANNE COOPER","CA","55","1","25","6","3","200 reps","270 reps","140 reps","58 reps"
"801f7a502f7e03b38bac0797ae7a88fb","FRANCOISE MAHIER","FR","55","2","3","10","33","194 reps","19:54","137 reps","46 reps"
"d8e0389901953f694ac1643c1221017c","ROSE WALL","US","58","21","10","17","18","174 reps","281 reps","135 reps","49 reps"
"e766324e8fccc3bc7a8912c7790bc69f","ROBIN NICKEL","US","56","11","13","23","48","179 reps","278 reps","133 reps","43 reps"
"0c4bdc8c5e385f3a82ff2a47218f7eb6","TIIU MAAVERE","US","56","6","68","16","14","186 reps","255 reps","135 reps","50 reps"
"6c54b65d86e14b967743344449df4a8f","LEIGH COATES","GB","57","41","37","1","27","166 reps","266 reps","14:38","47 reps"
"589409eeecf9673b06eeba3fef326966","KRISTI LUNNY","US","57","17","10","51","35","175 reps","281 reps","130 reps","45 reps"
"d9cfc9bf65bf4f5fdd4135ad042d101d","KRISTI BROWN","US","55","34","27","30","25","169 reps","269 reps","132 reps","47 reps"
"b7746db78d598d434eb66355d21d9c7e","SHARON MICHELLE EWENS","US","55","29","21","70","4","172 reps","272 reps","130 reps","56 reps"
"128e12f2092aff334350d6100822f43d","FAITH HOHAIA","NZ","57","21","68","9","29","174 reps","255 reps","138 reps","46 reps"
"2e968a53b0f0f5729497cdd706393af5","BETH LICOPOLI","US","56","21","25","7","75","174 reps","270 reps","140 reps","40 reps"
"71f985f2a25403fe8c1efc91b174732a","SHANNA BUNCE","US","58","2","23","101","11","194 reps","271 reps","128 reps","52 reps"
"2d65b7ae2821eb0e5aed909d16e04ff3","JULIE SCHAFFER","US","56","9","2","15","112","182 reps","19:32","135 reps","36 reps"
"367b99bbee0479af856901d9b0692fb0","CHERIANNE BENOIT","US","55","16","106","11","6","176 reps","249 reps","137 reps","55 reps"
"b272cdb897a85c2f727b5f24d5aed71f","MAUREEN BERNARD","US","55","6","6","129","10","186 reps","284 reps","123 reps","52 reps"
"06362a5b586e367e2ed8433a48124929","AMY JO DIMEGLIO","US","57","51","55","38","9","163 reps","260 reps","131 reps","53 reps"
"4bf12aaeecb558122b1a6b0e4b22cf1b","MARICRUZ PRIETO","MX","56","30","80","31","22","171 reps","253 reps","132 reps","48 reps"
"7357e14811f824aa50c7284d971c439d","LASARA MAGNANI","BR","59","17","106","4","40","175 reps","249 reps","143 reps","44 reps"
"2562319d05ee1e771ec5ad4434147a08","KARLA CARPENTER","US","57","57","51","18","51","162 reps","261 reps","134 reps","42 reps"
"d3ea38713d7054a168d28573377742fc","KARI LINDMAN","US","57","36","62","44","38","168 reps","256 reps","130 reps","44 reps"
"22890a0e7f5c4d5d0e169f85348ef534","CICI FOUGERE","US","57","67","45","29","44","161 reps","263 reps","132 reps","44 reps"
"f58ce1a0dd251756b086e787da5190bb","CLAUDIA JACOBER","US","56","34","111","25","23","169 reps","248 reps","133 reps","48 reps"
